Category,Product Name,URL
Uncategorized,stearic acid ethoxylate 5-20 mole,https://www.swadeshindia.in/portfolio/stearic-acid-ethoxylate/
Uncategorized,polysorbates 20 - 85,https://www.swadeshindia.in/portfolio/polysorbates-20-85-2/
Uncategorized,chloro hexidinegluconate powder,https://www.swadeshindia.in/portfolio/chloro-hexidine-gluconate-powder/
Uncategorized,cetyl trimethyl ammonium chloride,https://www.swadeshindia.in/portfolio/cetyl-trimethyl-ammonium-chloride-30-50/
Uncategorized,didecyl dimethyl ammonium chloride,https://www.swadeshindia.in/portfolio/didecyl-dimethyl-ammonium-chloride-50-80/
Uncategorized,benzalkonium chloride,https://www.swadeshindia.in/portfolio/benzalkonium-chloride-50-80/
Uncategorized,Chloroxylenol Liquid,https://www.swadeshindia.in/portfolio/chloroxylenol-liquid/
Uncategorized,Para Chloro Meta Xylenol (PCMX),https://www.swadeshindia.in/portfolio/para-chloro-meta-xylenol/
Uncategorized,cetyl trimethyl ammonium bromide powder,https://www.swadeshindia.in/portfolio/cetyl-trimethyl-ammonium-bromide-powder/
Uncategorized,chloro hexidine gluconate 20,https://www.swadeshindia.in/portfolio/chloro-hexidine-gluconate-20/
Uncategorized,glutaraldehyde solution,https://www.swadeshindia.in/portfolio/glutaraldehyde-solution/
Uncategorized,Cetylpyridinium Chloride,https://www.swadeshindia.in/portfolio/cetyl-pyridinium-chloride/
Uncategorized,cetrimide powder,https://www.swadeshindia.in/portfolio/cetrimide-powder/
Uncategorized,strong cetrimide solution 40,https://www.swadeshindia.in/portfolio/strong-cetrimide-solution-40/
Uncategorized,Dichloro Meta Xylenol (DCMX),https://www.swadeshindia.in/portfolio/di-chlorometaxylenol/
Uncategorized,castor oil ethoxylates 20-60 mole,https://www.swadeshindia.in/portfolio/castor-oil-ethoxylates-20-60-mol-2/
Uncategorized,hydrogenated castor oil 20-60 mole,https://www.swadeshindia.in/portfolio/hydrogenated-castor-oil-20-60-mol/
Uncategorized,PEG 200-600,https://www.swadeshindia.in/portfolio/peg-200-600/
Uncategorized,PEG 2000-6000,https://www.swadeshindia.in/portfolio/peg-2000-6000/
Uncategorized,12 hydroxy stearic acid flakes,https://www.swadeshindia.in/portfolio/12-hydroxy-stearic-acid-flakes-4/
Uncategorized,recinoleic acid,https://www.swadeshindia.in/portfolio/ricinoleic-acid/
Uncategorized,blown castor oil,https://www.swadeshindia.in/portfolio/blown-castor-oil/
Uncategorized,lithium hydroxide monohydrate,https://www.swadeshindia.in/portfolio/lithium-hydroxide-monohydrate/
Uncategorized,hydrogenated castor oil flakes,https://www.swadeshindia.in/portfolio/hydrogenated-castor-oil-flakes/
Uncategorized,fsg/bss grade castor oil,https://www.swadeshindia.in/portfolio/fsg-bss-grade-castor-oil-3/
Uncategorized,dehydrated castor oil,https://www.swadeshindia.in/portfolio/dehydrated-castor-oil/
Uncategorized,methyl ricinoleate-(m-r),https://www.swadeshindia.in/portfolio/methyl-ricinoleate/
Uncategorized,methyl 12 hydroxy stearate (methyl-12hsa),https://www.swadeshindia.in/portfolio/methyl-12-hydroxy-stearate/
Uncategorized,poly ricinoleic acid,https://www.swadeshindia.in/portfolio/poly-ricinoleic-acid/
Uncategorized,castor oil pp,https://www.swadeshindia.in/portfolio/castor-oil-pp/
Uncategorized,guar gum,https://www.swadeshindia.in/portfolio/guar-gum/
Uncategorized,xanthan gum (food-grade),https://www.swadeshindia.in/portfolio/xanthan-gum/
Uncategorized,carbopol 940,https://www.swadeshindia.in/portfolio/carbopol-940/
Uncategorized,2 phenoxy ethanol,https://www.swadeshindia.in/portfolio/2-phenoxy-ethanol/
Uncategorized,ethylhexyl glycerine+phenoxyethanol,https://www.swadeshindia.in/portfolio/ethylhexyl-glycerine-phenoxyethanol/
Uncategorized,sodium benzoate,https://www.swadeshindia.in/portfolio/sodium-benzoate/
Uncategorized,tri ethylene glycol (TEG),https://www.swadeshindia.in/portfolio/triethylene-glycol/
Uncategorized,di ethylene glycol (DEG),https://www.swadeshindia.in/portfolio/diethylene-glycol-teg/
Uncategorized,light liquid paraffin,https://www.swadeshindia.in/portfolio/light-liquid-paraffin/
Uncategorized,acetone,https://www.swadeshindia.in/portfolio/acetone/
Uncategorized,diethyl phthalate,https://www.swadeshindia.in/portfolio/diethyl-phthalate/
Uncategorized,ethyl acetate,https://www.swadeshindia.in/portfolio/ethyl-acetate/
Uncategorized,heavy liquid paraffin,https://www.swadeshindia.in/portfolio/heavy-liquid-paraffin/
Uncategorized,toluene,https://www.swadeshindia.in/portfolio/toluene/
Uncategorized,isopropyl alcohol,https://www.swadeshindia.in/portfolio/isopropyl-alcohol-99/
Uncategorized,mix xylene,https://www.swadeshindia.in/portfolio/mix-xylene/
Uncategorized,para dichlorobenzene,https://www.swadeshindia.in/portfolio/para-dichlorobenzene/
Uncategorized,Pine Oil 32%,https://www.swadeshindia.in/portfolio/pine-oil-32/
Uncategorized,turkey red oil (tro),https://www.swadeshindia.in/portfolio/turkey-red-oil-tro/
Uncategorized,Acid Slurry 90%,https://www.swadeshindia.in/portfolio/acid-slurry-90/
Uncategorized,bleaching powder,https://www.swadeshindia.in/portfolio/bleaching-powder/
Uncategorized,caustic soda prills,https://www.swadeshindia.in/portfolio/caustic-soda-prills/
Uncategorized,glycerin,https://www.swadeshindia.in/portfolio/glycerin/
Uncategorized,propylene glycol,https://www.swadeshindia.in/portfolio/propylene-glycol/
Uncategorized,gum rosin,https://www.swadeshindia.in/portfolio/gum-rosin/
Uncategorized,sorbitan monolaurate,https://www.swadeshindia.in/portfolio/sorbitan-monolaurate/
Uncategorized,sorbitan monoleate,https://www.swadeshindia.in/portfolio/sorbitan-monoleate/
Uncategorized,coco amine,https://www.swadeshindia.in/portfolio/coco-amine/
Uncategorized,ethylene diamine tetra acetic acid (EDTA),https://www.swadeshindia.in/portfolio/ethylenediaminetetraacetic-acid/
Uncategorized,sodium tripoly phosphate (STPP),https://www.swadeshindia.in/portfolio/sodium-tripolyphosphate-stpp/
Uncategorized,citric acid (mono/anhydrus),https://www.swadeshindia.in/portfolio/citric-acid-mono-anhydrous/
Uncategorized,formic acid,https://www.swadeshindia.in/portfolio/formic-acid/
Uncategorized,sodium lauryl sulfate (SLS) powder,https://www.swadeshindia.in/portfolio/sodium-lauryl-sulfate-sls-powder/
Uncategorized,sodium lauryl ether sulphate-28% & 70%,https://www.swadeshindia.in/portfolio/sodium-lauryl-ether-sulfate-28-70/
Uncategorized,cocoamidopropyl betaine (CAPB),https://www.swadeshindia.in/portfolio/cocamidopropyl-betaine-capb/
Uncategorized,coco diethanolamide (CDEA),https://www.swadeshindia.in/portfolio/coco-diethanolamide-cdea/
Uncategorized,soap noodles,https://www.swadeshindia.in/portfolio/soap-noodles/
Uncategorized,sodium sulphate,https://www.swadeshindia.in/portfolio/sodium-sulfate/
Uncategorized,formaldehyde,https://www.swadeshindia.in/portfolio/formaldehyde/
Uncategorized,ethylene glycol mono tearate (EGMS),https://www.swadeshindia.in/portfolio/ethylene-glycol-mono-stearate-egms/
Uncategorized,sodium meta silicate,https://www.swadeshindia.in/portfolio/sodium-meta-silicate/
Uncategorized,glycerol monostearate (GMS),https://www.swadeshindia.in/portfolio/glycerol-monostearate-gms/
Uncategorized,caustic potash flakes,https://www.swadeshindia.in/portfolio/caustic-potash-flakes/
Uncategorized,phosphoric acid (technical-grade),https://www.swadeshindia.in/portfolio/phosphoric-acidtechnical-grade/
Uncategorized,stearic acid,https://www.swadeshindia.in/portfolio/stearic-acid-ethoxylate/
Uncategorized,sulphamic acid,https://www.swadeshindia.in/portfolio/sulphamic-acid/
Uncategorized,Hyaluronic Acid,https://www.swadeshindia.in/portfolio/hyaluronic-acid/
Uncategorized,Sodium Hyaluronate,https://www.swadeshindia.in/portfolio/sodium-hyaluronate/
Uncategorized,Ascorbic Acid (Vitamin C),https://www.swadeshindia.in/portfolio/ethyl-ascorbic-acid/
Uncategorized,Vitamin E (Tocopherol),https://www.swadeshindia.in/portfolio/tocopherol/
Uncategorized,Niacinamide (Vitamin B3),https://www.swadeshindia.in/portfolio/niacinamide-power/
Uncategorized,D-Panthenol (Pro-Vitamin B5),https://www.swadeshindia.in/portfolio/d-panthenol-liquid/
Uncategorized,Retinol (Vitamin A),https://www.swadeshindia.in/portfolio/retinol/
Uncategorized,Alpha Lipoic Acid,https://www.swadeshindia.in/portfolio/alpha-lipoic-acid/
Uncategorized,Ferulic Acid,https://www.swadeshindia.in/portfolio/ferulic-acid/
Uncategorized,Collagen Peptides,https://www.swadeshindia.in/portfolio/collagen-peptides/
Uncategorized,"Ceramides (NP, AP, EOP)",https://www.swadeshindia.in/portfolio/ceramides/
Uncategorized,"Peptides (copper, Matrixyl, Argireline, etc.)",https://www.swadeshindia.in/portfolio/peptides/
Uncategorized,Glycolic Acid,https://www.swadeshindia.in/portfolio/glycolic-acid/
Uncategorized,Lactic Acid,https://www.swadeshindia.in/portfolio/lactic-acid/
Uncategorized,Mandelic Acid,https://www.swadeshindia.in/portfolio/mandelic-acid/
Uncategorized,Salicylic Acid,https://www.swadeshindia.in/portfolio/salicylic-acid/
Uncategorized,Glucono Lactone,https://www.swadeshindia.in/portfolio/gluconolactone/
Uncategorized,Lactobionic Acid,https://www.swadeshindia.in/portfolio/lactobionic-acid/
Uncategorized,Azelaic Acid,https://www.swadeshindia.in/portfolio/azelaic-acid/
Uncategorized,Kojic Acid,https://www.swadeshindia.in/portfolio/kojic-acid/
Uncategorized,Alpha Arbutin,https://www.swadeshindia.in/portfolio/alpha-arbutin/
Uncategorized,Tranexamic Acid,https://www.swadeshindia.in/portfolio/tranexamic-acid/
Uncategorized,Allantoin,https://www.swadeshindia.in/portfolio/allantoin/
Uncategorized,Alpha Bisabolol,https://www.swadeshindia.in/portfolio/alpha-bisabolol/
Uncategorized,Zinc Oxide Power,https://www.swadeshindia.in/portfolio/zinc-oxide-powder/
Uncategorized,Titanium Dioxide,https://www.swadeshindia.in/portfolio/titanium-dioxide/
Uncategorized,Shea Butter,https://www.swadeshindia.in/portfolio/shea-butter/
Uncategorized,Cocoa Butter,https://www.swadeshindia.in/portfolio/cocoa-butter/
Uncategorized,Mango Butter,https://www.swadeshindia.in/portfolio/mango-butter/
Uncategorized,Kokum Butter,https://www.swadeshindia.in/portfolio/kokum-butter-manufacturer/
Uncategorized,Murumuru Butter,https://www.swadeshindia.in/portfolio/murumuru-butter/
Uncategorized,Lanolin,https://www.swadeshindia.in/portfolio/lanolin/
Uncategorized,Dimethicone,https://www.swadeshindia.in/portfolio/dimethicone/
Uncategorized,Cyclopentasiloxane,https://www.swadeshindia.in/portfolio/cyclopentasiloxane/
Uncategorized,Caprylic / Capric Triglyceride,https://www.swadeshindia.in/portfolio/caprylic-capric-triglyceride/
Uncategorized,Isopropyl Myristate,https://www.swadeshindia.in/portfolio/isopropyl-myristate/
Uncategorized,Polyglyceryl-10 Laurate,https://www.swadeshindia.in/portfolio/polyglyceryl-10-laurate/
Uncategorized,Glycerin,https://www.swadeshindia.in/portfolio/glycerin/
Uncategorized,Propylene Glycol,https://www.swadeshindia.in/portfolio/propylene-glycol/
Uncategorized,Butylene Glycol,https://www.swadeshindia.in/portfolio/butylene-glycol/
Uncategorized,Sorbitol,https://www.swadeshindia.in/portfolio/sorbitol/
Uncategorized,Sodium PCA,https://www.swadeshindia.in/portfolio/sodium-pca/
Uncategorized,Propanediol,https://www.swadeshindia.in/portfolio/propanediol/
Uncategorized,Polysorbate 20 / 80,https://www.swadeshindia.in/portfolio/polysorbates-20-85-2/
Uncategorized,Cetearyl Alcohol,https://www.swadeshindia.in/portfolio/cetostearyl-alcohol-ethoxylate-20-30-mol/
Uncategorized,Glyceryl Stearate,https://www.swadeshindia.in/portfolio/glyceryl-stearate/
Uncategorized,PEG-100 Stearate,https://www.swadeshindia.in/portfolio/peg-100-stearate/
Uncategorized,Lecithin,https://www.swadeshindia.in/portfolio/lecithin/
Uncategorized,PEG-40 Hydrogenated Castor Oil,https://www.swadeshindia.in/portfolio/peg-40-hco/
Uncategorized,Xanthan Gum,https://www.swadeshindia.in/portfolio/xanthan-gum/
Uncategorized,Guar Gum,https://www.swadeshindia.in/portfolio/guar-gum/
Uncategorized,Phenoxyethanol,https://www.swadeshindia.in/portfolio/2-phenoxy-ethanol/
Uncategorized,Ethylhexylglycerin,https://www.swadeshindia.in/portfolio/ethylhexyl-glycerine-phenoxyethanol/
Uncategorized,Sodium Benzoate / Potassium Sorbate,https://www.swadeshindia.in/portfolio/sodium-benzoate/
Uncategorized,Methylparaben / Propylparaben,https://www.swadeshindia.in/portfolio/propylparaben/
Uncategorized,Disodium EDTA / Tetrasodium EDTA,https://www.swadeshindia.in/portfolio/ethylenediaminetetraacetic-acid/
Uncategorized,Toilet Cleaner Concentrate,https://www.swadeshindia.in/portfolio/toilet-cleaner-concentrate-40x/
Uncategorized,Dish wash Gel Concentrate,https://www.swadeshindia.in/portfolio/dish-wash-gel-concentrate-5x/
Uncategorized,Glass Cleaner Concentrate,https://www.swadeshindia.in/portfolio/glass-cleaner-concentrate-30x/
Uncategorized,White Floor Cleaner Concentrate,https://www.swadeshindia.in/portfolio/white-pine-floor-cleaner-concentrate-25x/
Uncategorized,Black Floor Cleaner Concentrate,https://www.swadeshindia.in/portfolio/black-floor-cleaner-concentrate-10x/
Uncategorized,Green Floor Cleaner Concentrate,https://www.swadeshindia.in/portfolio/green-floor-cleaner-concentrate-5x/
Uncategorized,walker floor cleaner concentrate,https://www.swadeshindia.in/portfolio/walker-floor-cleaner-concentrate-5x/
Uncategorized,mop floor cleaner (perfumed) concentrate,https://www.swadeshindia.in/portfolio/mop-floor-cleaner-perfumed-concentrate-10x/
Uncategorized,hand wash concentrate,https://www.swadeshindia.in/portfolio/hand-wash-concentrate-5x/
Uncategorized,detergent liquid concentrate,https://www.swadeshindia.in/portfolio/detergent-liquid-concentrate-5x/
Uncategorized,woolen wash liquid concentrate,https://www.swadeshindia.in/portfolio/woollen-wash-liquid-concentrate-5x/
Uncategorized,multipurpose cleaner concentrate,https://www.swadeshindia.in/portfolio/multipurpose-cleaner-concentrate-5x/
Uncategorized,hair shampoo concentrate,https://www.swadeshindia.in/portfolio/hair-shampoo-concentre-5x-2/
Uncategorized,shower gel concentrate,https://www.swadeshindia.in/portfolio/shower-gel-concentrate-5x/
Uncategorized,face wash concentrate,https://www.swadeshindia.in/portfolio/face-wash-concentrate-5x/
Uncategorized,body lotion concentrate,https://www.swadeshindia.in/portfolio/body-lotion-concentrate-3x/
Uncategorized,aloe vera gel concentrate,https://www.swadeshindia.in/portfolio/aloe-vera-gelconcentrate-3x/
Uncategorized,hair gel concentrate,https://www.swadeshindia.in/portfolio/hair-gel-concentrate5x/
Uncategorized,winter cream concentrate,https://www.swadeshindia.in/portfolio/winter-cream-concentrate-3x/
Uncategorized,non foaming shaving gel concentrate,https://www.swadeshindia.in/portfolio/non-foaming-shower-gel-concentrate-5x/
Uncategorized,dash board polish concentrate,https://www.swadeshindia.in/portfolio/dash-board-polish-concentrate-3x/
Uncategorized,tyre polish concentrate,https://www.swadeshindia.in/portfolio/tyre-polish-concentrate-3x/
Uncategorized,car shampoo concentrate,https://www.swadeshindia.in/portfolio/car-shampoo-concentrate-5x/
Uncategorized,foam wash concentrate,https://www.swadeshindia.in/portfolio/foam-wash-concentrate-5x/
Uncategorized,eco friendly toilet cleaner base,https://www.swadeshindia.in/portfolio/eco-friendly-toilet-cleaner-base-5x/
Uncategorized,eco friendly dish wash gel base,https://www.swadeshindia.in/portfolio/eco-friendly-dish-wash-gel-base-5x/
Uncategorized,eco friendly floor cleaner base,https://www.swadeshindia.in/portfolio/eco-friendly-floor-cleaner-base-10x/
Uncategorized,eco friendly detergent liquid-base,https://www.swadeshindia.in/portfolio/eco-friendly-detergent-liquid-base-5x/
Uncategorized,Tree Tea Oil,https://www.swadeshindia.in/portfolio/tea-tree-oil/
Uncategorized,Lavender Oil,https://www.swadeshindia.in/portfolio/lavender-oil/
Uncategorized,Peppermint Oil,https://www.swadeshindia.in/portfolio/peppermint-oil/
Uncategorized,Rosemary Oil,https://www.swadeshindia.in/portfolio/rosemary-oil/
Uncategorized,Neem Oil,https://www.swadeshindia.in/portfolio/neem-oil/
Uncategorized,Castor Oil,https://www.swadeshindia.in/portfolio/castor-oil/
Uncategorized,Sweet Almond Oil,https://www.swadeshindia.in/portfolio/sweet-almond-oil/
Uncategorized,Eucalyptus Oil,https://www.swadeshindia.in/portfolio/eucalyptus-oil/
Uncategorized,Bergamot Oil,https://www.swadeshindia.in/portfolio/bergamot-oil/
Uncategorized,Citronella Oil,https://www.swadeshindia.in/portfolio/citronella-oil/
